"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-06-30","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","78",",,W","55",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-01","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","94",",,W","60",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-02","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","81",",,W","58",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-03","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","71",",,W","57",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-04","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","75",",,W","57",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-05","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","76",",,W","56",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-06","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","84",",,W","59",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-07","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","81",",,W","64",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-08","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","86",",,W","60",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-09","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","80",",,W","57",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-10","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","84",",,W","55",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-11","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","88",",,W","59",",,W","11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-12","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","90",",,W","62",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-13","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","75","H,,S","85",",,W","59",",,W","17.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-14","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","82",",,W","59",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-15","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","88",",,W","57",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-16","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","88",",,W","58",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-17","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","80",",,W","57",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-18","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","75",",,W","53",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-19","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","78",",,W","59",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-20","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","67",",,W","58",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-21","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","75",",,W","56",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-22","2.46",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","70",",,W","56",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-23","7.38",",,W",,,"0.76",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","66",",,W","56",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-24","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","60","H,,S","69",",,W","55",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-25","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","73",",,W","54",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-26","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","79",",,W","56",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-27","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","83",",,W","59",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-28","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","87",",,W","59",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-29","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","86",",,W","60",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-30","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","85",",,W","58",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-07-31","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","87",",,W","64",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-01","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","74","H,,S","84",",,W","59",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-02","3.80",",,W",,,"0.02",",,W,2400","0.0","T,,W","0.0",",,W","72","H,,S","85",",,W","60",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-03","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","89",",,W","58",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-04","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","91",",,W","61",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-05","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","77",",,W","57",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-06","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","79",",,W","59",",,W","10.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-07","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","78",",,W","56",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-08","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","78",",,W","56",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-09","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","81",",,W","60",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-10","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","87",",,W","57",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-11","5.82",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","96",",,W","64",",,W","18.1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-12","6.93",",,W",,,"0.50",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","81",",,W","63",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-13","6.04",",,W",,,"0.85",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","74",",,W","59",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-14","1.34",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","67","H,,S","70",",,W","63",",,W","6.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-15","3.36",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","76",",,W","62",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-16","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","78",",,W","60",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-17","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","82",",,W","59",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-18","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","85",",,W","60",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-19","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","81",",,W","60",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-20","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","71",",,W","57",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-21","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","70",",,W","52",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-22","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","75",",,W","56",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-23","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","82",",,W","57",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-24","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","77",",,W","56",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-25","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","84",",,W","58",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-26","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","88",",,W","60",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-27","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","84",",,W","61",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-28","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","74",",,W","58",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-29","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","65","H,,S","73",",,W","59",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-30","4.92",",,W",,,"0.33",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","64",",,W","59",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-08-31","4.25",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","70",",,W","57",",,W","10.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-01","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","74",",,W","55",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-02","9.62",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","68",",,W","57",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-03","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","69",",,W","55",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-04","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","75",",,W","52",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-05","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","82",",,W","57",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-06","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","90",",,W","59",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-07","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","83",",,W","56",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-08","6.26",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","64","H,,S","70",",,W","56",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-09","5.14",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","62","H,,S","71",",,W","56",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-10","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","72",",,W","54",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-11","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","76",",,W","55",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-12","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","76",",,W","55",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-13","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","83",",,W","50",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-14","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","86",",,W","53",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-15","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","87",",,W","54",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-16","6.26",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","67","H,,S","72",",,W","57",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-17","5.14",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","73",",,W","58",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-18","6.93",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","67",",,W","59",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-19","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","75",",,W","61",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-20","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","76",",,W","58",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-09-21","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","79",",,W","55",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
